metsig,met,met_noJVT,dmet,dphi_met_phterm,dphi_ph_centraljet1,dphi_phterm_jetterm,jetterm,dphi_met_central_jet,BDTScore,weights,label,metsigres,ph_pt,ph_eta,dphi_met_jetterm,failJVT_jet_pt1,n_jet_central,dphi_jj
8.485969,135630.02,135630.02,0.0,2.0705454,2.935697317123413,2.686120748519897,195363.38,2.2764406839953826,0.32213196,0.16774869,1,6.256704058398574e-05,8.668026795644594e-06,0.756727420275361,1.6244959644232508,-999.0,0.3333333333333333,0.7959854515925131
8.949958,105891.35,124565.51,18674.156,1.8188059,2.375163435935974,2.375163316726685,141093.89,2.585235301648275,0.27165315,0.12457852,1,8.452020121555263e-05,1.1974880532604366e-05,1.7778842928011866,1.7974058208758226,4.453188465546063e-05,1.0,-999.0
8.532085,119650.57,119650.57,0.0,1.9816592,2.28816357254982,2.4345006942749023,159687.61,2.8350883761989043,0.30929124,0.123848185,1,7.130835572772244e-05,1.1351932263474262e-05,1.0131086533905667,2.2082777826844135,4.8652834374443805e-05,0.5,1.1984317168947758
9.522547,200196.67,195712.97,-4483.703,2.1213553,2.269955135881901,2.3121025562286377,230857.19,2.9929929003119464,0.22090395,0.1215924,1,4.75659594781786e-05,1.7426410533749345e-05,1.0012598351876247,5.242531863118467,4.714942583142073e-05,0.3333333333333333,0.5314696770845739
8.616844,145925.73,145925.73,0.0,2.3463423,2.6652331987964075,2.6652331352233887,236724.67,2.8227018117904663,0.23146608,0.08754915,1,5.904951538062728e-05,8.144631055136139e-06,1.0031439534645532,3.1358701960468394,-999.0,1.0,-999.0
10.604836,173165.61,173165.61,0.0,1.9789625,2.1632230917560027,2.3608238697052,216029.45,2.957332149147988,0.26100466,0.07107376,1,6.124100737047771e-05,1.2633440717579433e-05,25.423895792535923,2.618752709621806,4.8583990189829604e-05,1.0,-999.0
10.59926,166018.39,166018.39,0.0,1.6996028,2.018846018239856,2.018845796585083,183663.69,2.8223496119128626,0.25632134,0.12539683,1,6.384389401785906e-05,1.778075988780056e-05,6.028624027454836,3.1324096792584113,-999.0,1.0,-999.0
12.916255,238914.98,238914.98,0.0,2.1015773,0.8649351447820663,2.293489933013916,269776.34,1.904950365424156,0.13944195,0.083317116,1,5.4062137074116054e-05,1.651191589014979e-05,1.32167946867428,5.21071442270348,-999.0,0.5,0.5979654484885835
8.840549,272936.62,272936.62,0.0,2.3022816,3.0023737589465544,2.5094494819641118,322198.38,2.4415005445480347,0.27087688,0.1283351,1,3.239048308008618e-05,1.1676230277679437e-05,1.6365503221222,4.827009383660811,-999.0,0.5,0.9490343924232993
11.946712,208891.62,208891.62,0.0,1.5526509,1.8468981981277464,1.7947766780853271,206558.75,2.8473454157458704,0.17560375,0.025316127,1,5.7190953100387336e-05,1.983805639102428e-05,1.3029816102126863,4.130086320326819,-999.0,0.3333333333333333,0.8768558404212949
9.738036,152045.7,152045.7,0.0,2.0877116,2.4152806997299194,2.41528058052063,207199.22,2.8140239159213465,0.2885263,0.11461849,1,6.404676951296915e-05,1.2958505956830811e-05,3.550715472718468,3.052793523946844,-999.0,1.0,-999.0
9.424547,135169.89,135169.89,0.0,2.027796,3.117269817982807,2.420513153076172,179645.38,2.0034734646426604,0.3569169,0.11972974,1,6.972371698250814e-05,1.149569049554703e-05,2.8403317450671604,2.546365583087749,-999.0,0.3333333333333333,0.7186849447123694
7.5813203,152817.92,152817.92,0.0,2.177177,2.223150197659628,2.5197763442993164,219514.17,3.0956193208694467,0.26890054,0.1476756,1,4.9610153491830494e-05,1.0716801866266744e-05,1.106185757570763,2.91885997342318,2.074134761720806e-05,0.5,0.44405868678965255
8.876742,175862.28,175862.28,0.0,2.5063095,2.9586102962493896,2.848003625869751,357463.9,2.323327124118805,0.32369763,0.11608513,1,5.047553506338566e-05,4.885672813331633e-06,1.9011184203622253,2.9265936315616594,4.468222992951902e-05,0.25,0.8220328826558636
10.074217,167094.86,167094.86,0.0,2.090032,2.420677725468771,2.4628963470458984,218689.14,2.810947060585022,0.29427028,0.114852436,1,6.0290405619982223e-05,1.1748412906900406e-05,2.6223590778977797,2.681941241992805,4.3044619952156576e-05,1.0,-999.0
14.424511,214659.38,214659.38,0.0,2.048,2.6460934321032927,2.27979040145874,245816.02,2.5434993505477905,0.36418867,0.005039965,1,6.719721104695271e-05,1.5632915629123085e-05,2.0272363254800903,4.314245970055759,-999.0,0.5,0.49672603814020494
11.780341,202376.52,202376.52,0.0,2.3817663,2.5759455601321624,2.667652130126953,303628.75,2.947413504123688,0.29331574,0.12291353,1,5.821002316060402e-05,8.003716285545704e-06,0.8695782232569043,3.4979022655698646,-999.0,1.0,-999.0
7.610688,125603.125,125603.125,0.0,1.5806253,1.7517248392105105,1.9591014385223389,138061.08,2.970493171607153,0.31623724,0.1114941,1,6.059314141384885e-05,1.7599192126684617e-05,1.4672173035392364,2.64217446410708,-999.0,0.5,0.4623581452574339
8.814248,127123.77,132933.28,5809.508,2.1824327,2.6104671994792388,2.6104671955108643,211269.25,2.71355807967484,0.2863207,0.13491875,1,6.933595293808327e-05,9.007130494856254e-06,1.999229896643813,2.336259712648072,3.670278521809662e-05,1.0,-999.0
10.095201,136559.0,136559.0,0.0,1.6641339,2.373633686696188,2.107909679412842,155212.06,2.432092905044556,0.2650694,0.11128598,1,7.392556036129196e-05,1.1932617463791367e-05,5.142836894773597,2.2533916115733144,-999.0,0.5,0.961679703849799
11.625465,207315.11,230700.62,23385.516,2.370006,2.7945316284894943,2.6138274669647217,284182.56,2.7170671969652176,0.21209878,0.12590718,1,5.607630504702447e-05,1.0003475207287012e-05,1.374889194242613,4.101361258182771,3.848847634721507e-05,0.3333333333333333,0.5285414913314854
7.6811843,110793.54,131343.12,20549.586,2.2683156,2.9689630875363946,2.8025949001312256,240549.3,2.4409452716456816,0.30839667,0.121763706,1,6.932880976715365e-05,5.972993111645694e-06,0.9404692377214687,1.8716800614030782,4.251310225580167e-05,0.5,1.2639697103205862
10.36453,153363.47,153363.47,0.0,1.9637307,2.159664098416464,2.282595634460449,184766.94,2.9456592798233032,0.2933773,0.11529787,1,6.758147656605542e-05,1.447922205572404e-05,0.9139500491568033,3.136124598456165,-999.0,0.3333333333333333,1.8765027235615002
7.1907396,229210.52,225456.9,-3753.6094,1.9733387,2.206981092691421,2.167456865310669,256527.75,2.907950345669882,0.19221926,0.11968999,1,3.137177050759305e-05,1.7247954349494263e-05,1.0226360489433612,5.151501617902873,4.680760265172383e-05,0.5,2.750770933922011
11.0398445,171475.89,171475.89,0.0,1.9530175,2.730467561875479,2.2336325645446777,201861.44,2.364142596721649,0.25036585,0.11202032,1,6.438132284947872e-05,1.4635682731182317e-05,3.1635316173789496,3.5636009727398767,-999.0,0.3333333333333333,1.9942632239036537
9.57751,136407.78,136407.78,0.0,2.2638302,2.775054931640625,2.775054931640625,296391.6,2.630367938672201,0.28182253,0.16474985,1,7.021234318950803e-05,5.4061140446788295e-06,14.564574919408747,1.9560872974769747,-999.0,1.0,-999.0
7.9795995,133934.55,133934.55,0.0,2.451319,2.95470375219454,2.8509883880615234,274400.8,2.6382079124450684,0.30824247,0.11691458,1,5.95783485370328e-05,5.907185358497628e-06,0.9403926477845854,2.5020677175156134,-999.0,1.0,-999.0
11.328668,198865.94,198865.94,0.0,2.4574974,2.7593791484832764,2.7593793869018555,327498.3,2.8397110144244597,0.31921855,0.09994028,1,5.696635908630517e-05,6.1715602407846575e-06,1.4255226429303842,3.312556524444968,-999.0,1.0,-999.0
11.0314,151116.89,151116.89,0.0,1.7299902,2.089452624320984,2.0894525051116943,172222.67,2.7821306625949305,0.27561846,0.12090857,1,7.299911612670193e-05,1.6208559555523693e-05,8.263465047732666,2.781934587821495,-999.0,1.0,-999.0
9.264668,133745.7,133745.7,0.0,2.1386447,2.675692741070883,2.4828789234161377,183635.8,2.6045445799827576,0.19793727,0.11590253,1,6.92707720359158e-05,1.3579168794635575e-05,0.6338307679455555,2.9049979884139225,-999.0,0.3333333333333333,1.1487360163714515
8.167455,165247.78,165247.78,0.0,1.7714417,2.2972865104675293,2.03403115272522,179072.02,2.6157476345645354,0.25686803,0.039016746,1,4.942550266971852e-05,1.773588011112593e-05,9.720303137373643,3.808220857168929,-999.0,0.3333333333333333,0.7726530643671856
10.012927,136040.12,136040.12,0.0,1.9874073,2.7944145242320464,2.459826946258545,179609.42,2.3345855474472046,0.28994715,0.12609594,1,7.360274932765729e-05,1.3765135540816002e-05,0.5996925975744833,2.1167626149485272,-999.0,0.25,0.5343333489633728
9.195826,119101.21,119101.21,0.0,1.4304626,1.7272443771362305,1.8632243871688845,120628.56,2.844811026250021,0.24503896,0.12398696,1,7.721018000781367e-05,1.8122424735485993e-05,1.0570306623983063,2.310741012886792,-999.0,0.5,3.570544208884679
8.58566,170734.34,170734.34,0.0,2.6518507,2.93569815158844,2.9356985092163086,396683.8,2.857744995747701,0.2778786,0.11608935,1,5.028665910020069e-05,4.152049032045266e-06,0.9464458356146621,3.5230172783535245,-999.0,1.0,-999.0
7.414992,113966.68,113966.68,0.0,1.7525861,1.924849696457386,2.2990851402282715,143560.98,2.969329182301657,0.2544038,0.11170765,1,6.506280349764619e-05,1.307482230499311e-05,0.6138522512877853,1.8298292686677646,4.331882801249241e-05,0.3333333333333333,0.6849191558974759
7.951995,143881.03,143881.03,0.0,2.2317674,2.3950632214546204,2.69044828414917,250022.66,1.4852380752563477,0.27302402,0.10097767,1,5.526784649886206e-05,7.1076392978249416e-06,1.4805576135306382,2.1801654796675907,3.886735959375107e-05,0.5,0.8224313735634997
11.1120615,192854.88,192854.88,0.0,2.41649,2.906608372926712,2.7025797367095947,284999.94,2.6514744460582733,0.30451906,0.12223578,1,5.761877173488105e-05,9.272852574255149e-06,2.3326570494015706,3.495412083298784,-999.0,0.5,0.6836852257899765
8.755753,106833.38,106833.38,0.0,1.3770974,1.841492474079132,1.8414925336837769,95985.266,2.6771978775607512,0.15486817,0.114493765,1,8.195708268191112e-05,1.9171157989704703e-05,1.4564399916866406,2.1533403202296837,-999.0,1.0,-999.0
9.988877,136196.92,136196.92,0.0,2.0179372,2.6560654083835047,2.297384738922119,141092.36,2.503464460372925,0.24874279,0.112185866,1,7.334143658419007e-05,1.5659346574615808e-05,1.7016425973008171,3.578487460631173,-999.0,0.5,0.795965200585677
10.899965,183890.73,183890.73,0.0,2.1583936,2.683688059449196,2.443800687789917,206250.9,2.6162983030080795,0.28579748,0.044216473,1,5.927413838519702e-05,1.4026344336037322e-05,0.650879963675691,3.5037667566004647,-999.0,0.3333333333333333,0.7453727159356931
8.612175,136220.72,136220.72,0.0,2.278694,2.9144094437360764,2.659487247467041,222485.1,2.505877021943228,0.32890058,0.105820015,1,6.322221102486617e-05,8.739441334708456e-06,2.337132919386583,2.6260959861178876,-999.0,0.5,1.101655699499353
11.727142,185870.14,185870.14,0.0,2.179861,2.778738558292389,2.433241605758667,207716.4,2.5427150766002105,0.23484433,0.08886439,1,6.309320228791094e-05,1.547176426229777e-05,1.0480335798343248,3.9466279371883326,-999.0,0.5,0.7932570097872385
9.833679,141256.81,141256.81,0.0,1.7247221,2.057166874408722,2.057166814804077,159841.23,2.809147898350851,0.21539187,0.089797035,1,6.961560698369847e-05,1.870801442170899e-05,3.1156760473337246,3.008018020981987,-999.0,1.0,-999.0
13.924146,251944.36,251944.36,0.0,2.0487354,1.908945266400473,2.227126121520996,257778.17,3.0018025825368326,0.26597166,0.1096529,1,5.5266749942605475e-05,1.7148156903234924e-05,5.322174932332537,5.6056683446367455,-999.0,0.3333333333333333,2.9480032134701464
10.34928,129366.73,129366.73,0.0,1.7227961,2.339023530483246,2.181180953979492,137360.05,2.525365173816681,0.20137699,0.114426,1,7.999955840243762e-05,1.889830694414698e-05,62.578363756013474,2.1815725870995655,-999.0,0.5,2.8375913004430457
9.270156,124259.23,124259.23,0.0,2.0501773,2.55179471174349,2.5517947673797607,179901.45,2.639975309371948,0.2230437,0.11944469,1,7.460336004581244e-05,1.1329581187529539e-05,2.4311345876593955,1.9935516084024438,-999.0,1.0,-999.0
8.947984,126408.48,126408.48,0.0,1.4453589,1.9179846048355105,1.9242781400680544,142181.9,2.6689669529544275,0.21354677,0.11532804,1,7.078626194385446e-05,1.7335726310764667e-05,1.8337629014618153,2.088034856802131,-999.0,1.0,-999.0
9.161543,109314.016,109314.016,0.0,1.4992898,1.9845126271247864,1.9845126867294312,118359.3,2.656369749699728,0.18627806,0.1273459,1,8.380940567817105e-05,1.3480849778846658e-05,2.3146433597511296,2.060908603682072,-999.0,1.0,-999.0
9.136552,116119.21,116119.21,0.0,1.708936,2.206851601600647,2.206851959228516,143670.34,2.643677059804098,0.2557478,0.11811741,1,7.868251479388644e-05,1.3263755210500439e-05,1.002551996106088,2.008372520354157,-999.0,1.0,-999.0
10.326378,141899.17,141899.17,0.0,1.5258619,1.8400262594223025,1.8400262594223025,150414.05,2.827428221702576,0.23343046,0.12715676,1,7.277264051450839e-05,1.5251451442505155e-05,13.20756735496143,3.183046836877258,-999.0,1.0,-999.0
9.5612955,145516.1,145516.1,0.0,1.7399395,2.445889536534445,2.102191209793091,168021.17,2.435642559081316,0.22637752,0.11585181,1,6.570610474105028e-05,1.6059459055108325e-05,19.082745839198097,2.760511098503746,-999.0,1.0,-999.0
10.289644,121947.13,121947.13,0.0,1.369664,1.8240073323249817,1.830755591392517,115722.766,2.687249247227804,0.24675566,0.12414194,1,8.437791077424074e-05,1.855612491107441e-05,1.8503657340391615,2.1687658689226263,-999.0,0.5,32.769408060501355
7.584914,103614.086,119216.766,15602.68,1.8146166,1.5543441216098233,2.3079848289489746,126979.51,2.8813201824771326,0.18214892,0.11341982,1,7.320350545234348e-05,1.5994741696677735e-05,4.387231051768449,2.0268841084099023,4.6401832437364095e-05,1.0,-999.0
8.098929,100132.3,100132.3,0.0,1.4488696,1.8358230590820312,2.032104253768921,95005.2,2.754639212285177,0.20885763,0.11906867,1,8.088228990056817e-05,1.8604444177532686e-05,0.607101066907273,1.714575544031178,-999.0,0.5,0.8485248188670405
7.3983335,140609.3,173611.44,33002.14,1.7126107,2.4133427888154984,2.129568099975586,173358.97,2.4408606737852097,0.2022097,0.12000229,1,5.261624546572928e-05,1.5973176053774784e-05,0.8619448008825625,2.398326496563556,2.5665503498027667e-05,0.3333333333333333,0.6552051885787338
9.78736,166895.97,166895.97,0.0,2.3875008,2.7625280022621155,2.733353853225708,294828.97,2.7665651480304163,0.28474742,0.095865436,1,5.864347669024428e-05,6.259491736782363e-06,0.9632681762684436,2.891398093704427,-999.0,0.3333333333333333,3.9578053418006975
7.4574046,115008.84,115008.84,0.0,2.057919,2.376642350350516,2.568989992141724,194331.77,2.822869226336479,0.3167386,0.081607394,1,6.484200823221168e-05,9.177286546180518e-06,2.193744782452253,1.9566747384146042,-999.0,0.3333333333333333,0.9997568721748309
9.719549,116947.78,121147.45,4199.672,1.5544183,2.0311627089977264,2.031162738800049,123674.63,2.664848357439041,0.20744848,0.12342052,1,8.311016177143659e-05,1.849772330946393e-05,1.0058844238796962,2.0975601065382286,3.763510967620722e-05,1.0,-999.0
8.926307,110581.3,110581.3,0.0,1.4766741,1.990008894597189,1.99000883102417,118663.58,2.628257930278778,0.17195857,0.12016143,1,8.072167111295086e-05,1.6093506361915952e-05,2.833199568537704,1.9480463414716276,-999.0,1.0,-999.0
9.141118,119293.016,119293.016,0.0,1.7569678,1.969326376914978,2.092118501663208,123273.54,2.929234091435568,0.2563457,0.11745812,1,7.662743648428417e-05,1.892959357253979e-05,1.039424584528481,2.983730103683153,-999.0,0.5,1.7377958109478173
7.934793,141893.42,141893.42,0.0,2.5075111,2.867374211549759,2.8646063804626465,338971.34,2.78172966837883,0.33576363,0.11761126,1,5.592079289421195e-05,4.817513318136006e-06,2.411446848817716,2.800375225753039,-999.0,0.5,23.01142532664356
10.859736,148774.98,148774.98,0.0,1.6716948,2.13060200214386,2.0743985176086426,169078.39,2.6826854387866423,0.21472517,0.089012265,1,7.299436841148269e-05,1.4602901830240099e-05,1.1438789993813216,2.4832147603807058,-999.0,0.25,5.273611973777193
11.185027,198855.0,184702.36,-14152.641,2.292791,2.5136506110429764,2.5360376834869385,274962.72,2.920733019709587,0.21900566,0.08886439,1,5.62471517848515e-05,1.0939459445208595e-05,1.5973392162271773,4.111059666691621,4.420973755735501e-05,0.5,12.812526896070361
10.905053,154266.9,154266.9,0.0,1.93827,2.582680583000183,2.314916610717773,195079.38,2.4971818367587493,0.3374077,0.105010085,1,7.068951757161148e-05,1.3872407697854523e-05,1.099872854697997,2.655005492089129,-999.0,0.5,0.498059730982038
9.65005,117846.3,117846.3,0.0,1.6668088,2.1524754762649536,2.152475357055664,133570.98,2.6559259931193755,0.2326735,0.085095175,1,8.188674931550867e-05,1.8731831762225922e-05,1.1819786085511426,2.05902541250393,-999.0,1.0,-999.0
10.44244,127153.85,127153.85,0.0,1.869999,2.474123303090231,2.474123477935791,181901.27,2.537468433380127,0.20248753,0.13239168,1,8.212444777468205e-05,9.848047580251001e-06,1.1914175521778338,1.655288468558705,-999.0,1.0,-999.0
10.517627,135434.88,135434.88,0.0,1.7500031,2.634660929441452,2.218717575073242,139335.61,2.2569349447833464,0.25067833,0.12021137,1,7.765818934340156e-05,1.2126405162356196e-05,0.6413150138706818,2.1334962418229693,-999.0,0.3333333333333333,0.9799887895912827
7.311339,145564.94,145564.94,0.0,2.1210814,2.1991289297686976,2.6374685764312744,222140.0,3.0635449886322026,0.33523017,0.11451883,1,5.022733645891351e-05,7.499800505306558e-06,4.8475644575798364,1.9365312562763028,-999.0,0.25,0.6557343320909835
11.151649,147413.1,147413.1,0.0,1.8343968,2.3161255717277527,2.2802224159240723,180978.89,2.659863952790396,0.2875236,0.12401162,1,7.564897363255024e-05,1.1892045909956757e-05,4.758305443715551,2.2430292283253896,-999.0,0.5,9.157189204294875
10.31425,176699.23,197064.0,20364.766,2.2583783,2.491595268249512,2.491595268249512,225551.34,2.9083759228335784,0.21129587,0.12070498,1,5.837178672069871e-05,1.2314048630148288e-05,1.0894914367280464,4.287854808261089,2.910125657179695e-05,1.0,-999.0
10.761601,154453.8,168593.4,14139.609,2.0108826,2.316078782081604,2.385326385498047,189346.78,2.83639663854708,0.32132888,0.041392613,1,6.967521456133948e-05,1.2811165596998394e-05,1.4468183502344143,2.6706290223772338,4.818753232305788e-05,0.5,1.5227868683129895
8.309711,193312.67,193312.67,0.0,2.5000343,2.6615852753268645,2.8407530784606934,375494.44,2.980041742324829,0.27067733,0.041623242,1,4.298586156325909e-05,5.1520440322534446e-06,0.9410302455590195,2.9349733425035858,-999.0,0.3333333333333333,2.197018577970959
7.0406504,119718.91,119718.91,0.0,2.0651598,2.1739758253097534,2.6021432876586914,197580.77,3.0327767133712773,0.3463451,0.11361465,1,5.880984747372008e-05,8.425269168393075e-06,0.60713645185329,1.8622546477512485,-999.0,0.25,2.0131860367780603
13.918052,241197.9,241197.9,0.0,2.1546721,2.603210434317589,2.349236011505127,270533.66,2.6930544525384903,0.25700715,0.08227165,1,5.770386733049965e-05,1.660771481497843e-05,0.901094433254854,5.139701299491045,-999.0,0.5,0.7348998225664889
7.1452236,132488.73,132488.73,0.0,1.3936125,1.5250498692141934,1.9458763599395752,124319.11,3.010155320167541,0.25404537,0.1137578,1,5.3930800311504303e-05,1.5958390730345328e-05,68.01179025191091,1.8107286748080234,-999.0,0.5,0.41250318249348905
10.132016,172041.88,172041.88,0.0,2.140705,2.438193202018738,2.3885459899902344,231213.67,2.8441044727908538,0.20027003,0.111456305,1,5.8892735304304354e-05,1.2958474051562804e-05,1.4712606879732677,4.034850733849021,-999.0,0.5,2.704638919151408
8.693811,105100.07,105100.07,0.0,1.6136917,2.1913605332374573,2.191360712051392,131761.31,2.5639236609088347,0.24626282,0.1161883,1,8.271936949311309e-05,1.3237818063399882e-05,3.2613027867538795,1.731095069398715,-999.0,1.0,-999.0
10.052707,149276.02,149276.02,0.0,1.7386992,2.341741681098938,2.11108922958374,160048.56,2.53855020204653,0.14904316,0.11729004,1,6.734307850532845e-05,1.850213042780811e-05,1.005223169746699,2.6853558754988565,-999.0,0.3333333333333333,1.7319925472732802
8.80422,119989.34,119989.34,0.0,1.6171453,1.993657886981964,1.9936579465866089,135030.72,2.7650800387011927,0.19031325,0.12800582,1,7.337501670198818e-05,1.9849189825543487e-05,3.62689414546747,2.6559530726980425,-999.0,1.0,-999.0
8.212875,121155.67,153957.67,32802.0,1.6316975,1.963681608438492,2.1646957397460938,129086.94,2.809608403836385,0.21166229,0.231174,1,6.778779086300569e-05,1.703584768248587e-05,2.637782595541145,1.8761787192385073,3.8656846720242135e-05,0.5,0.467196824475208
8.125646,105522.945,105522.945,0.0,2.040498,2.8538100719451904,2.717934846878052,233032.08,2.328280512486593,0.32004657,0.08157101,1,7.7003593064656e-05,6.288430168869503e-06,2.189441322884969,1.476151879880776,-999.0,0.5,1.1886966654784812
15.644448,383565.78,383565.78,0.0,2.7169693,2.7989960312843323,2.8795597553253174,610517.56,3.059565965329305,0.3639381,0.083440304,1,4.0786871750127555e-05,4.433624233764434e-06,1.122310649078263,6.1504263396306245,-999.0,0.25,1.856994348841699
