sample,step_idx,step,events,weighted,elapsed_s
Wgamma,8,n_jet_central<=3,282073,35614.7070312,12.044065
Wgamma,9,mT>80GeV,278201,35146.9921875,12.148705
Wgamma,10,VertexBDTScore>0.1,150346,14461.9160156,12.188168
Wgamma,11,met_tst_sig>7,130382,12351.1640625,12.220370
Wgamma,12,ph_eta<1.75,104914,9615.95703125,12.260671
Wgamma,13,dphi_met_phterm>1.35,29859,2707.78686523,12.284508
Wgamma,14,dmet>-20GeV,28912,2625.64257812,12.301245
Wgamma,15,dphi_jj_central<2.5,24381,2344.96069336,12.323977
Wgamma,16,dphi_met_jetterm<0.75,21006,2093.43823242,12.344008
Wjets,0,loaded,3041984,3974293,18.502164
Wjets,1,n_ph==1,2230309,3093999.5,18.624124
Wjets,2,truth e->gamma,1962593,2811573.25,18.989727
Wjets,3,n_mu_baseline==0,1962593,2811573.25,19.306999
Wjets,4,n_el_baseline==0,1962593,2811573.25,19.619948
Wjets,5,n_tau_baseline==0,1937580,2779467,19.930513
Wjets,6,trigger==1,287662,273664.25,20.028484
Wjets,7,ph_pt>50GeV,286760,272168.78125,20.122122
Wjets,8,MET>100GeV,119227,50452.7617188,20.160212
Wjets,9,n_jet_central<=3,73933,46210.453125,20.187570
Wjets,10,mT>80GeV,56398,43051.8515625,20.253821
Wjets,11,VertexBDTScore>0.1,48111,18166.046875,20.274163
Wjets,12,met_tst_sig>7,32166,14647.8710938,20.291534
Wjets,13,ph_eta<1.75,18199,7279.95703125,20.320715
Wjets,14,dphi_met_phterm>1.35,15222,3187.35058594,20.336198
Wjets,15,dmet>-20GeV,14912,3123.42041016,20.350248
Wjets,16,dphi_jj_central<2.5,12545,2914.20239258,20.369898
Wjets,17,dphi_met_jetterm<0.75,12350,2871.83569336,20.386691
gammajet_direct,0,loaded,13721741,172729872,55.325197
gammajet_direct,1,n_ph==1,12921098,145885296,55.910022
gammajet_direct,2,n_mu_baseline==0,12921098,145885296,56.413507
gammajet_direct,3,n_el_baseline==0,12921098,145885296,56.911552
gammajet_direct,4,n_tau_baseline==0,12807272,143290624,57.631675
gammajet_direct,5,trigger==1,6956099,6367350,57.978869
gammajet_direct,6,ph_pt>50GeV,6955806,6345570.5,59.654005
gammajet_direct,7,MET>100GeV,1489230,947646.125,60.131351
gammajet_direct,8,n_jet_central<=3,1031214,905971.25,60.372032
gammajet_direct,9,mT>80GeV,945796,902750.5625,60.844605
gammajet_direct,10,VertexBDTScore>0.1,877581,52135.1289062,61.024173
gammajet_direct,11,met_tst_sig>7,61107,13516.234375,61.071718
gammajet_direct,12,ph_eta<1.75,57849,10582.9628906,61.157473
gammajet_direct,13,dphi_met_phterm>1.35,1256,268.92980957,61.174666
gammajet_direct,14,dmet>-20GeV,1067,194.271774292,61.397779
gammajet_direct,15,dphi_jj_central<2.5,957,187.06086731,61.413712
gammajet_direct,16,dphi_met_jetterm<0.75,301,86.0587768555,61.427318
data23,0,loaded,19779010,213169876.876,56.374862
data23,1,jet_faking_photon,3384689,36493235.1549,59.990643
data23,2,n_ph_baseline==1,3354286,36165772.7527,61.423362
data23,3,n_mu_baseline==0,3354286,36165772.7527,62.844307
data23,4,n_el_baseline==0,3354286,36165772.7527,64.261544
data23,5,n_tau_baseline==0,3294169,35519418.8962,65.673515
data23,6,trigger==1,719136,7733948.5806,66.188636
data23,7,ph_pt>50GeV,713598,7672785.44681,66.883724
data23,8,MET>100GeV,93925,1009484.23596,67.094541
data23,9,n_jet_central<=3,79778,857114.855923,67.279522
data23,10,mT>80GeV,79409,853096.1075,67.739071
data23,11,VertexBDTScore>0.1,17148,184316.088095,67.901238
data23,12,met_tst_sig>7,2753,29491.1671679,68.053761
data23,13,ph_eta<1.75,2161,22725.4758902,68.336287
data23,14,dphi_met_phterm>1.35,298,3139.14621131,68.487787
data23,15,dmet>-20GeV,275,2900.13583002,68.637577
data23,16,dphi_jj_central<2.5,241,2540.15329388,68.794163
data23,17,dphi_met_jetterm<0.75,222,2338.91724071,68.947510
