sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,9,140>mT>100GeV,27495,10478.9306641,63.324520
gammajet_direct,10,VertexBDTScore>0.1,27203,4023.63696289,63.340810
gammajet_direct,11,met_tst_sig>7,69,111.788818359,63.356060
gammajet_direct,12,ph_eta<1.75,61,42.3734664917,63.451066
gammajet_direct,13,dphi_met_phterm>1.20,61,42.3734664917,63.468646
gammajet_direct,14,dmet>-20GeV,57,9.49087619781,63.478322
gammajet_direct,15,dphi_jj_central<2.5,46,6.85289478302,63.491960
gammajet_direct,16,dphi_met_jetterm<0.75,45,6.68162870407,63.504726
data23,0,loaded,19779010,213169876.876,64.246220
data23,1,jet_faking_photon,3384689,36493235.1549,68.314780
data23,2,n_ph_baseline==1,3354286,36165772.7527,70.006394
data23,3,n_mu_baseline==0,3354286,36165772.7527,71.758313
data23,4,n_el_baseline==0,3354286,36165772.7527,73.492941
data23,5,n_tau_baseline==0,3294169,35519418.8962,75.189214
data23,6,trigger==1,719136,7733948.5806,75.808195
data23,7,ph_pt>50GeV,713598,7672785.44681,76.609474
data23,8,MET>100GeV,93925,1009484.23596,76.815248
data23,9,n_jet_central<=3,79778,857114.855923,77.025874
data23,10,140>mT>100GeV,2513,27254.3611138,77.447220
data23,11,VertexBDTScore>0.1,1231,13349.217037,77.610157
data23,12,met_tst_sig>7,244,2643.62666149,77.751778
data23,13,ph_eta<1.75,176,1860.89647812,78.021369
data23,14,dphi_met_phterm>1.20,140,1487.9208305,78.166198
data23,15,dmet>-20GeV,129,1373.23566508,78.324653
data23,16,dphi_jj_central<2.5,113,1202.49151062,78.474190
data23,17,dphi_met_jetterm<0.75,112,1191.27971282,78.628528
