sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,9,140>mT>100GeV,27495,10478.9306641,55.531425
gammajet_direct,10,VertexBDTScore>0.1,27203,4023.63696289,55.544845
gammajet_direct,11,met_tst_sig>6,171,179.992279053,55.554067
gammajet_direct,12,ph_eta<1.75,159,110.234191895,55.591952
gammajet_direct,13,dphi_met_phterm>1.25,159,110.234191895,55.602233
gammajet_direct,14,dmet>-10GeV,148,74.6071014404,55.610920
gammajet_direct,15,dphi_jj_central<2.5,123,62.1743621826,55.623094
gammajet_direct,16,dphi_met_jetterm<0.75,122,62.0030975342,55.634439
data23,0,loaded,19779010,213169876.876,48.474331
data23,1,jet_faking_photon,3384689,36493235.1549,50.697296
data23,2,n_ph_baseline==1,3354286,36165772.7527,51.909167
data23,3,n_mu_baseline==0,3354286,36165772.7527,53.117163
data23,4,n_el_baseline==0,3354286,36165772.7527,54.324248
data23,5,n_tau_baseline==0,3294169,35519418.8962,55.514433
data23,6,trigger==1,719136,7733948.5806,55.887583
data23,7,ph_pt>50GeV,713598,7672785.44681,56.308061
data23,8,MET>100GeV,93925,1009484.23596,56.418226
data23,9,n_jet_central<=3,79778,857114.855923,56.506814
data23,10,140>mT>100GeV,2513,27254.3611138,56.675797
data23,11,VertexBDTScore>0.1,1231,13349.217037,56.739026
data23,12,met_tst_sig>6,362,3939.74192296,56.802619
data23,13,ph_eta<1.75,255,2708.90656835,56.909883
data23,14,dphi_met_phterm>1.25,195,2073.92063646,56.973022
data23,15,dmet>-10GeV,171,1823.69845736,57.035916
data23,16,dphi_jj_central<2.5,146,1552.83399631,57.101151
data23,17,dphi_met_jetterm<0.75,144,1531.98214805,57.166548
