sample,step_idx,step,events,weighted,elapsed_s
Wjets,6,trigger==1,287662,273664.25,21.294608
Wjets,7,ph_pt>50GeV,286760,272168.78125,21.419964
Wjets,8,MET>100GeV,119227,50452.7617188,21.486641
Wjets,9,n_jet_central<=3,73933,46210.453125,21.520603
Wjets,10,140>mT>100GeV,14272,3585.15087891,21.601369
Wjets,11,VertexBDTScore>0.1,13282,3077.47241211,21.617480
Wjets,12,met_tst_sig>7,7873,1910.40222168,21.640034
Wjets,13,ph_eta<1.75,4478,1050.92053223,21.673612
Wjets,14,dphi_met_phterm>1.20,4426,994.762390137,21.688841
Wjets,15,dmet>-20GeV,4308,971.629882812,21.700008
Wjets,16,dphi_jj_central<2.5,3512,906.845092773,21.717520
Wjets,17,dphi_met_jetterm<0.75,3508,904.073669434,21.734533
Wjets,18,balance>0.90,2481,758.445983887,21.776294
Wjets,19,jetterm>80GeV,2481,758.445983887,21.785906
Wjets,20,3.1>dphi_phterm_jetterm>1.6,2479,751.76751709,21.802773
Wjets,21,metsigres<42GeV,2459,751.520019531,21.814070
Wjets,22,met_noJVT>90GeV,2451,746.640258789,21.823856
gammajet_direct,0,loaded,13721741,172729872,56.484096
gammajet_direct,1,n_ph==1,12921098,145885296,57.166545
gammajet_direct,2,n_mu_baseline==0,12921098,145885296,57.743041
gammajet_direct,3,n_el_baseline==0,12921098,145885296,58.317663
gammajet_direct,4,n_tau_baseline==0,12807272,143290624,58.876368
gammajet_direct,5,trigger==1,6956099,6367350,59.287373
gammajet_direct,6,ph_pt>50GeV,6955806,6345570.5,60.995684
gammajet_direct,7,MET>100GeV,1489230,947646.125,61.565083
gammajet_direct,8,n_jet_central<=3,1031214,905971.25,61.849335
gammajet_direct,9,140>mT>100GeV,27495,10478.9306641,62.266843
gammajet_direct,10,VertexBDTScore>0.1,27203,4023.63696289,62.289919
gammajet_direct,11,met_tst_sig>7,69,111.788818359,62.302485
gammajet_direct,12,ph_eta<1.75,61,42.3734664917,62.439012
gammajet_direct,13,dphi_met_phterm>1.20,61,42.3734664917,62.450310
gammajet_direct,14,dmet>-20GeV,57,9.49087619781,62.460283
gammajet_direct,15,dphi_jj_central<2.5,46,6.85289478302,62.473792
gammajet_direct,16,dphi_met_jetterm<0.75,45,6.68162870407,62.486445
gammajet_direct,17,balance>0.90,45,6.68162870407,62.558908
gammajet_direct,18,jetterm>80GeV,45,6.68162870407,62.568151
gammajet_direct,19,3.1>dphi_phterm_jetterm>1.6,17,6.54117631912,62.584216
gammajet_direct,20,metsigres<42GeV,15,6.53794288635,62.593889
gammajet_direct,21,met_noJVT>90GeV,15,6.53794288635,62.602956
data23,0,loaded,19779010,213169876.876,63.273644
data23,1,jet_faking_photon,3384689,36493235.1549,66.833136
data23,2,n_ph_baseline==1,3354286,36165772.7527,68.613924
data23,3,n_mu_baseline==0,3354286,36165772.7527,70.352852
data23,4,n_el_baseline==0,3354286,36165772.7527,72.182335
data23,5,n_tau_baseline==0,3294169,35519418.8962,73.898091
data23,6,trigger==1,719136,7733948.5806,74.452575
data23,7,ph_pt>50GeV,713598,7672785.44681,75.140558
data23,8,MET>100GeV,93925,1009484.23596,75.340967
data23,9,n_jet_central<=3,79778,857114.855923,75.492527
data23,10,140>mT>100GeV,2513,27254.3611138,75.835064
data23,11,VertexBDTScore>0.1,1231,13349.217037,75.947885
data23,12,met_tst_sig>7,244,2643.62666149,76.059931
data23,13,ph_eta<1.75,176,1860.89647812,76.262032
data23,14,dphi_met_phterm>1.20,140,1487.9208305,76.451838
data23,15,dmet>-20GeV,129,1373.23566508,76.567748
data23,16,dphi_jj_central<2.5,113,1202.49151062,76.696517
data23,17,dphi_met_jetterm<0.75,112,1191.27971282,76.829112
data23,18,balance>0.90,71,752.028718347,77.116138
data23,19,jetterm>80GeV,70,740.816920539,77.237512
data23,20,3.1>dphi_phterm_jetterm>1.6,70,740.816920539,77.356142
data23,21,metsigres<42GeV,70,740.816920539,77.463311
data23,22,met_noJVT>90GeV,69,729.605122732,77.572522
