sample,step_idx,step,events,weighted,elapsed_s
Wjets,6,trigger==1,287662,273664.25,20.583947
Wjets,7,ph_pt>50GeV,286760,272168.78125,20.677026
Wjets,8,MET>100GeV,119227,50452.7617188,20.715609
Wjets,9,n_jet_central<=3,73933,46210.453125,20.742850
Wjets,10,140>mT>100GeV,14272,3585.15087891,20.803668
Wjets,11,VertexBDTScore>0.1,13282,3077.47241211,20.816534
Wjets,12,met_tst_sig>7,7873,1910.40222168,20.828488
Wjets,13,ph_eta<1.75,4478,1050.92053223,20.852674
Wjets,14,dphi_met_phterm>1.20,4426,994.762390137,20.865138
Wjets,15,dmet>-20GeV,4308,971.629882812,20.876672
Wjets,16,dphi_jj_central<2.35,3346,890.616455078,20.892245
Wjets,17,dphi_met_jetterm<0.85,3346,890.616455078,20.906796
Wjets,18,balance>0.90,2464,758.296142578,20.938134
Wjets,19,jetterm>80GeV,2464,758.296142578,20.948315
Wjets,20,3.1>dphi_phterm_jetterm>1.6,2462,751.617614746,20.965812
Wjets,21,metsigres<42000,2444,751.407714844,20.977114
Wjets,22,met_noJVT>90GeV,2436,746.528015137,20.987082
gammajet_direct,0,loaded,13721741,172729872,49.950490
gammajet_direct,1,n_ph==1,12921098,145885296,50.512010
gammajet_direct,2,n_mu_baseline==0,12921098,145885296,50.974321
gammajet_direct,3,n_el_baseline==0,12921098,145885296,51.431156
gammajet_direct,4,n_tau_baseline==0,12807272,143290624,51.888815
gammajet_direct,5,trigger==1,6956099,6367350,52.210418
gammajet_direct,6,ph_pt>50GeV,6955806,6345570.5,53.580659
gammajet_direct,7,MET>100GeV,1489230,947646.125,53.996257
gammajet_direct,8,n_jet_central<=3,1031214,905971.25,54.208358
gammajet_direct,9,140>mT>100GeV,27495,10478.9306641,54.518505
gammajet_direct,10,VertexBDTScore>0.1,27203,4023.63696289,54.533499
gammajet_direct,11,met_tst_sig>7,69,111.788818359,54.543547
gammajet_direct,12,ph_eta<1.75,61,42.3734664917,54.612191
gammajet_direct,13,dphi_met_phterm>1.20,61,42.3734664917,54.622655
gammajet_direct,14,dmet>-20GeV,57,9.49087619781,54.632556
gammajet_direct,15,dphi_jj_central<2.35,44,6.83815574646,54.645610
gammajet_direct,16,dphi_met_jetterm<0.85,44,6.83815574646,54.658262
gammajet_direct,17,balance>0.90,44,6.83815574646,54.720329
gammajet_direct,18,jetterm>80GeV,44,6.83815574646,54.729410
gammajet_direct,19,3.1>dphi_phterm_jetterm>1.6,17,6.71105337143,54.745010
