sample,step_idx,step,events,weighted,elapsed_s
Zgamma,7,MET>100GeV,1789816,54244.46875,24.803900
Zgamma,8,n_jet_central<=3,1639302,51087.4335938,25.094450
Zgamma,9,140>mT>100GeV,21357,1156.57519531,25.417129
Zgamma,10,VertexBDTScore>0.1,19491,1002.6987915,25.432610
Zgamma,11,met_tst_sig>6,17951,909.430664062,25.447115
Zgamma,12,ph_eta<1.75,13899,712.930664062,25.494950
Zgamma,13,dphi_met_phterm>1.25,12760,603.706787109,25.509986
Zgamma,14,dmet>-10GeV,12264,584.802734375,25.523222
Zgamma,15,dphi_jj_central<2.5,10642,520.273071289,25.591650
Zgamma,16,dphi_met_jetterm<0.75,10605,515.904907227,25.609301
Wgamma,0,loaded,1772654,567686.5625,11.373861
Wgamma,1,n_ph==1,1308982,427789.75,11.438938
Wgamma,2,n_mu_baseline==0,1308982,427789.75,11.487506
Wgamma,3,n_el_baseline==0,1308982,427789.75,11.535312
Wgamma,4,n_tau_baseline==0,1109250,395396.4375,11.581233
Wgamma,5,trigger==1,521828,97547.65625,11.610529
Wgamma,6,ph_pt>50GeV,520958,97216.2578125,11.721183
Wgamma,7,MET>100GeV,342184,40247.3164062,11.790678
Wgamma,8,n_jet_central<=3,282073,35614.7070312,11.845443
Wgamma,9,140>mT>100GeV,15265,2327.1953125,11.925594
Wgamma,10,VertexBDTScore>0.1,14042,1992.71435547,11.937941
Wgamma,11,met_tst_sig>6,12493,1758.48303223,11.950853
Wgamma,12,ph_eta<1.75,9627,1328.21313477,11.971542
Wgamma,13,dphi_met_phterm>1.25,9199,1216.34265137,11.985763
Wgamma,14,dmet>-10GeV,8663,1142.26477051,11.998246
Wgamma,15,dphi_jj_central<2.5,7289,1026.39038086,12.033845
Wgamma,16,dphi_met_jetterm<0.75,7270,1020.24560547,12.049607
Wjets,0,loaded,3041984,3974293,18.417366
Wjets,1,n_ph==1,2230309,3093999.5,18.526432
Wjets,2,truth e->gamma,1962593,2811573.25,18.867021
Wjets,3,n_mu_baseline==0,1962593,2811573.25,19.175661
Wjets,4,n_el_baseline==0,1962593,2811573.25,19.481836
Wjets,5,n_tau_baseline==0,1937580,2779467,19.790646
Wjets,6,trigger==1,287662,273664.25,19.887905
Wjets,7,ph_pt>50GeV,286760,272168.78125,19.980649
Wjets,8,MET>100GeV,119227,50452.7617188,20.018441
Wjets,9,n_jet_central<=3,73933,46210.453125,20.046293
Wjets,10,140>mT>100GeV,14272,3585.15087891,20.109449
Wjets,11,VertexBDTScore>0.1,13282,3077.47241211,20.122306
Wjets,12,met_tst_sig>6,9522,2308.57666016,20.134903
Wjets,13,ph_eta<1.75,5378,1232.7598877,20.160229
Wjets,14,dphi_met_phterm>1.25,5289,1162.97460938,20.173531
Wjets,15,dmet>-10GeV,4980,1096.27416992,20.185378
Wjets,16,dphi_jj_central<2.5,3961,1006.17700195,20.228120
Wjets,17,dphi_met_jetterm<0.75,3957,1003.54589844,20.243296
gammajet_direct,0,loaded,13721741,172729872,53.799091
gammajet_direct,1,n_ph==1,12921098,145885296,54.348165
gammajet_direct,2,n_mu_baseline==0,12921098,145885296,54.815023
gammajet_direct,3,n_el_baseline==0,12921098,145885296,55.284227
gammajet_direct,4,n_tau_baseline==0,12807272,143290624,55.748053
gammajet_direct,5,trigger==1,6956099,6367350,56.060029
gammajet_direct,6,ph_pt>50GeV,6955806,6345570.5,57.518584
gammajet_direct,7,MET>100GeV,1489230,947646.125,57.970615
gammajet_direct,8,n_jet_central<=3,1031214,905971.25,58.184366
gammajet_direct,9,140>mT>100GeV,27495,10478.9306641,58.505003
gammajet_direct,10,VertexBDTScore>0.1,27203,4023.63696289,58.527099
gammajet_direct,11,met_tst_sig>6,171,179.992279053,58.537375
gammajet_direct,12,ph_eta<1.75,159,110.234191895,58.640954
gammajet_direct,13,dphi_met_phterm>1.25,159,110.234191895,58.651686
gammajet_direct,14,dmet>-10GeV,148,74.6071014404,58.661516
gammajet_direct,15,dphi_jj_central<2.5,123,62.1743621826,58.806184
gammajet_direct,16,dphi_met_jetterm<0.75,122,62.0030975342,58.819403
data23,0,loaded,19779010,213169876.876,55.580530
data23,1,jet_faking_photon,3384689,36493235.1549,59.085425
data23,2,n_ph_baseline==1,3354286,36165772.7527,60.529070
data23,3,n_mu_baseline==0,3354286,36165772.7527,61.959308
data23,4,n_el_baseline==0,3354286,36165772.7527,63.381605
data23,5,n_tau_baseline==0,3294169,35519418.8962,64.791443
data23,6,trigger==1,719136,7733948.5806,65.306370
data23,7,ph_pt>50GeV,713598,7672785.44681,65.949066
data23,8,MET>100GeV,93925,1009484.23596,66.139857
data23,9,n_jet_central<=3,79778,857114.855923,66.310466
data23,10,140>mT>100GeV,2513,27254.3611138,66.678507
data23,11,VertexBDTScore>0.1,1231,13349.217037,66.820224
data23,12,met_tst_sig>6,362,3939.74192296,66.950598
data23,13,ph_eta<1.75,255,2708.90656835,67.188486
data23,14,dphi_met_phterm>1.25,195,2073.92063646,67.323710
data23,15,dmet>-10GeV,171,1823.69845736,67.454724
data23,16,dphi_jj_central<2.5,171,1823.69845736,67.868013
data23,17,dphi_met_jetterm<0.75,169,1802.8466091,67.997773
