sample,step_idx,step,events,weighted,elapsed_s
ggHyyd,0,loaded,225374,22918.5214844,2.630532
ggHyyd,1,n_ph==1,195671,19979.1210938,2.656605
ggHyyd,2,pv_z exists,195671,19979.1210938,2.680012
ggHyyd,3,goodPV,86910,8732.75585938,2.731342
ggHyyd,4,n_mu_baseline==0,86910,8732.75585938,2.768566
ggHyyd,5,n_el_baseline==0,86910,8732.75585938,2.807440
ggHyyd,6,n_tau_baseline==0,85912,8630.40234375,2.844574
ggHyyd,7,trigger==1,25430,2584.30541992,2.868484
ggHyyd,8,ph_pt>50GeV,25370,2578.16308594,2.895296
ggHyyd,9,MET>100GeV,5628,568.633117676,2.913521
ggHyyd,10,n_jet_central<=3,4858,491.889312744,2.931019
ggHyyd,11,140>mT>100GeV,2866,290.678192139,2.958426
ggHyyd,12,VertexBDTScore>0.1,2646,268.245117188,2.974956
ggHyyd,13,met_tst_sig>7,2269,229.917266846,2.991899
ggHyyd,14,ph_eta<1.75,1989,201.620956421,3.009970
ggHyyd,15,dphi_met_phterm>1.20,1912,194.341964722,3.029123
ggHyyd,16,dmet>-20GeV,1898,193.013442993,3.046444
ggHyyd,17,dphi_jj_central<2.35,1823,185.477737427,3.067959
ggHyyd,18,dphi_met_jetterm<0.85,1816,184.862060547,3.089231
Zjets,0,loaded,11544081,1739103.625,58.043709
Zjets,1,n_ph==1,4463818,828876.3125,58.321411
Zjets,2,truth e->gamma,3242488,674497.875,59.023998
Zjets,3,n_mu_baseline==0,3229462,673846.625,59.592497
Zjets,4,n_el_baseline==0,770339,199435.75,59.774518
Zjets,5,n_tau_baseline==0,729391,196128.671875,59.893723
Zjets,6,trigger==1,95006,6059.20361328,59.935565
Zjets,7,ph_pt>50GeV,94607,6016.86669922,60.077938
Zjets,8,MET>100GeV,14813,775.327148438,60.092783
Zjets,9,n_jet_central<=3,7940,681.040649414,60.104418
Zjets,10,140>mT>100GeV,532,34.8040351868,60.258191
