sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,9,mT>80GeV,945796,902750.5625,59.720522
gammajet_direct,10,VertexBDTScore>0.1,877581,52135.1289062,59.863852
gammajet_direct,11,met_tst_sig>7,61107,13516.234375,59.901539
gammajet_direct,12,ph_eta<1.74,57757,10554.6933594,59.953534
gammajet_direct,13,dphi_met_phterm>1.35,1254,268.928283691,59.967901
gammajet_direct,14,dmet>-17.9GeV,1053,193.910476685,59.977149
gammajet_direct,15,dphi_jj_central<2.58,966,187.397750854,59.989691
gammajet_direct,16,dphi_met_jetterm<0.73,295,85.3266143799,60.001273
data23,0,loaded,19779010,213169876.876,49.305680
data23,1,jet_faking_photon,3384689,36493235.1549,51.736264
data23,2,n_ph_baseline==1,3354286,36165772.7527,52.935415
data23,3,n_mu_baseline==0,3354286,36165772.7527,54.150516
data23,4,n_el_baseline==0,3354286,36165772.7527,55.340801
data23,5,n_tau_baseline==0,3294169,35519418.8962,56.531799
data23,6,trigger==1,719136,7733948.5806,56.916280
data23,7,ph_pt>50GeV,713598,7672785.44681,57.362805
data23,8,MET>100GeV,93925,1009484.23596,57.482258
data23,9,n_jet_central<=3,79778,857114.855923,57.582701
data23,10,mT>80GeV,79409,853096.1075,57.803000
data23,11,VertexBDTScore>0.1,17148,184316.088095,57.882580
data23,12,met_tst_sig>7,2753,29491.1671679,57.955858
data23,13,ph_eta<1.74,2150,22610.7907247,58.080737
data23,14,dphi_met_phterm>1.35,297,3128.72028718,58.153580
data23,15,dmet>-17.9GeV,269,2837.58028524,58.224882
data23,16,dphi_jj_central<2.58,238,2509.66139517,58.300214
data23,17,dphi_met_jetterm<0.73,212,2238.58736781,58.374879
