sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,9,140>mT>100GeV,27495,10478.9306641,56.662496
gammajet_direct,10,VertexBDTScore>0.1,27203,4023.63696289,56.675929
gammajet_direct,11,met_tst_sig>7,69,111.788818359,56.684901
gammajet_direct,12,ph_eta<1.74,61,42.3734664917,56.724665
gammajet_direct,13,dphi_met_phterm>1.23,61,42.3734664917,56.734533
gammajet_direct,14,dmet>-21GeV,57,9.49087619781,56.743150
gammajet_direct,15,dphi_jj_central<2.37,44,6.83815574646,56.755283
gammajet_direct,16,dphi_met_jetterm<0.73,43,6.66688966751,56.766552
data23,0,loaded,19779010,213169876.876,50.769052
data23,1,jet_faking_photon,3384689,36493235.1549,53.014297
data23,2,n_ph_baseline==1,3354286,36165772.7527,54.239483
data23,3,n_mu_baseline==0,3354286,36165772.7527,55.464315
data23,4,n_el_baseline==0,3354286,36165772.7527,56.690453
data23,5,n_tau_baseline==0,3294169,35519418.8962,57.935318
data23,6,trigger==1,719136,7733948.5806,58.326560
data23,7,ph_pt>50GeV,713598,7672785.44681,58.759158
data23,8,MET>100GeV,93925,1009484.23596,58.869358
data23,9,n_jet_central<=3,79778,857114.855923,58.958704
data23,10,140>mT>100GeV,2513,27254.3611138,59.125585
data23,11,VertexBDTScore>0.1,1231,13349.217037,59.186791
data23,12,met_tst_sig>7,244,2643.62666149,59.247427
data23,13,ph_eta<1.74,176,1860.89647812,59.350024
data23,14,dphi_met_phterm>1.23,137,1455.07131076,59.411011
data23,15,dmet>-21GeV,126,1340.38614534,59.470173
data23,16,dphi_jj_central<2.37,107,1139.15009217,59.543061
data23,17,dphi_met_jetterm<0.73,105,1117.51237023,59.605213
