sample,step_idx,step,events,weighted,elapsed_s
gammajet_direct,7,MET>100GeV,1489230,947646.125,55.255563
gammajet_direct,8,n_jet_central<=3,1031214,905971.25,55.440019
gammajet_direct,9,mT>80GeV,945796,902750.5625,55.771475
gammajet_direct,10,VertexBDTScore>0.1,877581,52135.1289062,55.911493
gammajet_direct,11,16>met_tst_sig>7,57270,13336.7099609,55.970282
gammajet_direct,12,ph_eta<1.74,54018,10403.1630859,56.020456
gammajet_direct,13,dphi_met_phterm>1.34,1209,268.62802124,56.034484
gammajet_direct,14,41.9GeV>dmet>-17.9GeV,1014,193.667114258,56.045416
gammajet_direct,15,dphi_jj_central<2.58,930,187.155227661,56.057957
gammajet_direct,16,dphi_met_jetterm<0.73,281,85.1943283081,56.069559
data23,0,loaded,19779010,213169876.876,50.608955
data23,1,jet_faking_photon,3384689,36493235.1549,52.815332
data23,2,n_ph_baseline==1,3354286,36165772.7527,54.001636
data23,3,n_mu_baseline==0,3354286,36165772.7527,55.191774
data23,4,n_el_baseline==0,3354286,36165772.7527,56.419587
data23,5,n_tau_baseline==0,3294169,35519418.8962,57.637037
data23,6,trigger==1,719136,7733948.5806,58.224843
data23,7,ph_pt>50GeV,713598,7672785.44681,59.332269
data23,8,MET>100GeV,93925,1009484.23596,59.726104
data23,9,n_jet_central<=3,79778,857114.855923,59.940705
data23,10,mT>80GeV,79409,853096.1075,60.304722
data23,11,VertexBDTScore>0.1,17148,184316.088095,60.436305
data23,12,16>met_tst_sig>7,2675,28668.3050354,60.611462
data23,13,ph_eta<1.74,2082,21900.2561366,60.752111
data23,14,dphi_met_phterm>1.34,292,3075.01891918,60.823941
data23,15,41.9GeV>dmet>-17.9GeV,263,2772.66711943,60.891768
data23,16,dphi_jj_central<2.58,234,2466.3859513,60.957669
data23,17,dphi_met_jetterm<0.73,208,2195.31192394,61.023132
