sample,step_idx,step,events,weighted,elapsed_s
Wjets,4,n_el_baseline==0,1962593,2811573.25,19.809664
Wjets,5,n_tau_baseline==0,1937580,2779467,20.098737
Wjets,6,trigger==1,287662,273664.25,20.187342
Wjets,7,ph_pt>50GeV,286760,272168.78125,20.266906
Wjets,8,MET>100GeV,119227,50452.7617188,20.301870
Wjets,9,n_jet_central<=3,73933,46210.453125,20.326727
Wjets,10,mT>80GeV,56398,43051.8515625,20.379848
Wjets,11,VertexBDTScore>0.1,48111,18166.046875,20.397522
Wjets,12,16>met_tst_sig>7,30299,12662.2890625,20.415031
Wjets,13,ph_eta<1.74,16738,6113.02294922,20.438258
Wjets,14,dphi_met_phterm>1.34,14509,3134.70361328,20.452132
Wjets,15,41.9GeV>dmet>-17.9GeV,14089,3038.79174805,20.466287
Wjets,16,dphi_jj_central<2.58,12109,2856.82763672,20.483546
Wjets,17,dphi_met_jetterm<0.73,11912,2807.38378906,20.498909
Wjets,18,balance>0.93,8132,2250.55297852,20.527572
Wjets,19,jetterm>79GeV,8132,2250.55297852,20.538087
Wjets,20,3.1>dphi_phterm_jetterm>1.8,8107,2235.22070312,20.554712
Wjets,21,metsigres<36000,7981,2229.29980469,20.565584
Wjets,22,met_noJVT>89GeV,7974,2223.52294922,20.575435
gammajet_direct,0,loaded,13721741,172729872,55.180290
gammajet_direct,1,n_ph==1,12921098,145885296,55.645342
gammajet_direct,2,n_mu_baseline==0,12921098,145885296,56.046341
gammajet_direct,3,n_el_baseline==0,12921098,145885296,56.438399
gammajet_direct,4,n_tau_baseline==0,12807272,143290624,56.833773
gammajet_direct,5,trigger==1,6956099,6367350,57.096447
gammajet_direct,6,ph_pt>50GeV,6955806,6345570.5,58.175440
gammajet_direct,7,MET>100GeV,1489230,947646.125,58.538779
gammajet_direct,8,n_jet_central<=3,1031214,905971.25,58.720898
gammajet_direct,9,mT>80GeV,945796,902750.5625,59.065483
gammajet_direct,10,VertexBDTScore>0.1,877581,52135.1289062,59.209584
gammajet_direct,11,16>met_tst_sig>7,57270,13336.7099609,59.267563
gammajet_direct,12,ph_eta<1.74,54018,10403.1630859,59.320727
gammajet_direct,13,dphi_met_phterm>1.34,1209,268.62802124,59.334677
gammajet_direct,14,41.9GeV>dmet>-17.9GeV,1014,193.667114258,59.345283
gammajet_direct,15,dphi_jj_central<2.58,930,187.155227661,59.357489
gammajet_direct,16,dphi_met_jetterm<0.73,281,85.1943283081,59.368896
